order_id,date,region,salesperson,product,category,units,unit_price_nok,total_nok,channel,customer_segment
ORD-10247,2026-07-23,Oslo,Jonas Berg,Docking Station,Hardware,1,1890,1890,Partner,SMB
ORD-10248,2026-07-23,Oslo,Ingrid Bakke,Onboarding Package,Services,14,7500,105000,Direct,Public Sector
ORD-10249,2026-07-23,Oslo,Jonas Berg,Cloud Backup 1TB,Services,3,990,2970,Phone,SMB
ORD-10250,2026-07-23,Oslo,Ingrid Bakke,Security Suite License,Software,3,1548,4644,Partner,Public Sector
ORD-10251,2026-07-23,Bergen,Markus Vik,Wireless Headset,Accessories,2,1290,2580,Direct,SMB
ORD-10252,2026-07-23,Bergen,Sofie Dahl,Laptop Air 13,Hardware,4,12490,49960,Web,SMB
ORD-10253,2026-07-23,Bergen,Markus Vik,Onboarding Package,Services,4,7500,30000,Web,SMB
ORD-10254,2026-07-23,Bergen,Sofie Dahl,Docking Station,Hardware,10,1890,18900,Partner,Enterprise
ORD-10255,2026-07-23,Trondheim,Henrik Moen,USB-C Hub,Accessories,1,449,449,Direct,Consumer
ORD-10256,2026-07-23,Trondheim,Nora Lien,Wireless Headset,Accessories,14,1290,18060,Web,Public Sector
ORD-10257,2026-07-23,Trondheim,Nora Lien,Docking Station,Hardware,14,1890,26460,Partner,Public Sector
ORD-10258,2026-07-23,Trondheim,Henrik Moen,Laptop Pro 14,Hardware,3,18990,56970,Phone,SMB
ORD-10259,2026-07-23,Stavanger,Lars Eide,Onboarding Package,Services,13,7500,97500,Web,Enterprise
ORD-10260,2026-07-23,Stavanger,Lars Eide,Laptop Pro 14,Hardware,1,18990,18990,Phone,SMB
ORD-10261,2026-07-23,Stavanger,Oda Strand,Mechanical Keyboard,Accessories,4,990,3960,Direct,Consumer
ORD-10262,2026-07-23,Tromsø,Mia Foss,Wireless Headset,Accessories,1,1290,1290,Partner,SMB
ORD-10263,2026-07-24,Oslo,Jonas Berg,Laptop Air 13,Hardware,4,12490,49960,Direct,Consumer
ORD-10264,2026-07-24,Oslo,Emma Solheim,Office Suite License,Software,4,1188,4752,Partner,Consumer
ORD-10265,2026-07-24,Oslo,Ingrid Bakke,Office Suite License,Software,3,1188,3564,Web,SMB
ORD-10266,2026-07-24,Oslo,Emma Solheim,USB-C Hub,Accessories,2,449,898,Partner,SMB
ORD-10267,2026-07-24,Oslo,Jonas Berg,Laptop Air 13,Hardware,3,12490,37470,Partner,SMB
ORD-10268,2026-07-24,Oslo,Jonas Berg,USB-C Hub,Accessories,4,449,1796,Partner,SMB
ORD-10269,2026-07-24,Oslo,Jonas Berg,Laptop Pro 14,Hardware,11,18990,208890,Direct,Public Sector
ORD-10270,2026-07-24,Oslo,Jonas Berg,Managed Support (month),Services,1,2490,2490,Web,Consumer
ORD-10271,2026-07-24,Bergen,Markus Vik,Laptop Pro 14,Hardware,4,18990,75960,Web,SMB
ORD-10272,2026-07-24,Bergen,Markus Vik,Laptop Air 13,Hardware,3,12490,37470,Partner,SMB
ORD-10273,2026-07-24,Bergen,Sofie Dahl,Cloud Backup 1TB,Services,4,990,3960,Partner,SMB
ORD-10274,2026-07-24,Trondheim,Nora Lien,Office Suite License,Software,2,1188,2376,Partner,Consumer
ORD-10275,2026-07-24,Trondheim,Nora Lien,Mechanical Keyboard,Accessories,3,990,2970,Web,Public Sector
ORD-10276,2026-07-24,Stavanger,Lars Eide,Security Suite License,Software,3,1548,4644,Direct,SMB
ORD-10277,2026-07-24,Stavanger,Oda Strand,Cloud Backup 1TB,Services,4,990,3960,Phone,Consumer
ORD-10278,2026-07-25,Oslo,Jonas Berg,"Monitor 27"" 4K",Hardware,4,4990,19960,Web,Consumer
ORD-10279,2026-07-25,Oslo,Emma Solheim,Mechanical Keyboard,Accessories,10,990,9900,Partner,Public Sector
ORD-10280,2026-07-25,Bergen,Sofie Dahl,"Monitor 27"" 4K",Hardware,14,4990,69860,Partner,Public Sector
ORD-10281,2026-07-26,Oslo,Jonas Berg,Laptop Pro 14,Hardware,3,18990,56970,Direct,SMB
ORD-10282,2026-07-27,Oslo,Emma Solheim,Office Suite License,Software,9,1188,10692,Phone,Enterprise
ORD-10283,2026-07-27,Oslo,Jonas Berg,Managed Support (month),Services,4,2490,9960,Partner,SMB
ORD-10284,2026-07-27,Oslo,Ingrid Bakke,Security Suite License,Software,2,1548,3096,Direct,SMB
ORD-10285,2026-07-27,Bergen,Markus Vik,Laptop Air 13,Hardware,15,12490,187350,Phone,Enterprise
ORD-10286,2026-07-27,Bergen,Sofie Dahl,Onboarding Package,Services,3,7500,22500,Web,SMB
ORD-10287,2026-07-27,Bergen,Sofie Dahl,Docking Station,Hardware,4,1890,7560,Partner,Public Sector
ORD-10288,2026-07-27,Bergen,Markus Vik,Security Suite License,Software,4,1548,6192,Partner,Public Sector
ORD-10289,2026-07-27,Bergen,Markus Vik,Laptop Pro 14,Hardware,3,18990,56970,Phone,SMB
ORD-10290,2026-07-27,Bergen,Sofie Dahl,USB-C Hub,Accessories,24,449,10776,Direct,Enterprise
ORD-10291,2026-07-27,Bergen,Markus Vik,Managed Support (month),Services,4,2490,9960,Web,SMB
ORD-10292,2026-07-27,Bergen,Markus Vik,"Monitor 27"" 4K",Hardware,4,4990,19960,Direct,SMB
ORD-10293,2026-07-27,Bergen,Markus Vik,Mechanical Keyboard,Accessories,15,990,14850,Partner,Public Sector
ORD-10294,2026-07-27,Trondheim,Nora Lien,"Monitor 27"" 4K",Hardware,1,4990,4990,Partner,Consumer
ORD-10295,2026-07-27,Trondheim,Henrik Moen,Office Suite License,Software,4,1188,4752,Phone,SMB
ORD-10296,2026-07-27,Trondheim,Henrik Moen,Laptop Air 13,Hardware,4,12490,49960,Direct,SMB
ORD-10297,2026-07-27,Tromsø,Mia Foss,Mechanical Keyboard,Accessories,3,990,2970,Phone,Consumer
ORD-10298,2026-07-28,Oslo,Ingrid Bakke,Office Suite License,Software,36,1188,42768,Web,Enterprise
ORD-10299,2026-07-28,Oslo,Ingrid Bakke,USB-C Hub,Accessories,2,449,898,Partner,Consumer
ORD-10300,2026-07-28,Oslo,Ingrid Bakke,Managed Support (month),Services,4,2490,9960,Partner,Consumer
ORD-10301,2026-07-28,Oslo,Emma Solheim,Laptop Pro 14,Hardware,4,18990,75960,Phone,Consumer
ORD-10302,2026-07-28,Oslo,Jonas Berg,Onboarding Package,Services,4,7500,30000,Partner,SMB
ORD-10303,2026-07-28,Oslo,Ingrid Bakke,Managed Support (month),Services,3,2490,7470,Web,SMB
ORD-10304,2026-07-28,Oslo,Jonas Berg,Security Suite License,Software,12,1548,18576,Phone,Enterprise
ORD-10305,2026-07-28,Oslo,Ingrid Bakke,Onboarding Package,Services,14,7500,105000,Phone,Enterprise
ORD-10306,2026-07-28,Oslo,Emma Solheim,Security Suite License,Software,1,1548,1548,Web,SMB
ORD-10307,2026-07-28,Oslo,Ingrid Bakke,"Monitor 27"" 4K",Hardware,4,4990,19960,Phone,Consumer
ORD-10308,2026-07-28,Bergen,Sofie Dahl,Cloud Backup 1TB,Services,3,990,2970,Partner,SMB
ORD-10309,2026-07-28,Bergen,Sofie Dahl,Onboarding Package,Services,6,7500,45000,Partner,Enterprise
ORD-10310,2026-07-28,Trondheim,Nora Lien,Managed Support (month),Services,4,2490,9960,Partner,SMB
ORD-10311,2026-07-28,Trondheim,Henrik Moen,Cloud Backup 1TB,Services,2,990,1980,Web,Consumer
ORD-10312,2026-07-28,Stavanger,Lars Eide,"Monitor 27"" 4K",Hardware,2,4990,9980,Web,Consumer
ORD-10313,2026-07-28,Stavanger,Oda Strand,Docking Station,Hardware,3,1890,5670,Direct,SMB
ORD-10314,2026-07-28,Tromsø,Mia Foss,USB-C Hub,Accessories,10,449,4490,Direct,Public Sector
ORD-10315,2026-07-29,Oslo,Ingrid Bakke,Laptop Pro 14,Hardware,38,18990,721620,Direct,Enterprise
ORD-10316,2026-07-29,Oslo,Jonas Berg,"Monitor 27"" 4K",Hardware,39,4990,194610,Partner,Enterprise
ORD-10317,2026-07-29,Oslo,Emma Solheim,Onboarding Package,Services,11,7500,82500,Direct,Public Sector
ORD-10318,2026-07-29,Oslo,Ingrid Bakke,Onboarding Package,Services,3,7500,22500,Partner,SMB
ORD-10319,2026-07-29,Oslo,Emma Solheim,Docking Station,Hardware,7,1890,13230,Direct,Public Sector
ORD-10320,2026-07-29,Oslo,Jonas Berg,Security Suite License,Software,3,1548,4644,Partner,Consumer
ORD-10321,2026-07-29,Oslo,Ingrid Bakke,Cloud Backup 1TB,Services,3,990,2970,Phone,Consumer
ORD-10322,2026-07-29,Oslo,Jonas Berg,Laptop Pro 14,Hardware,1,18990,18990,Partner,SMB
ORD-10323,2026-07-29,Bergen,Sofie Dahl,Managed Support (month),Services,4,2490,9960,Phone,SMB
ORD-10324,2026-07-29,Bergen,Markus Vik,Security Suite License,Software,3,1548,4644,Phone,SMB
ORD-10325,2026-07-29,Trondheim,Henrik Moen,Docking Station,Hardware,2,1890,3780,Phone,SMB
ORD-10326,2026-07-29,Trondheim,Henrik Moen,Laptop Air 13,Hardware,4,12490,49960,Web,SMB
ORD-10327,2026-07-29,Trondheim,Henrik Moen,Laptop Pro 14,Hardware,2,18990,37980,Direct,Consumer
ORD-10328,2026-07-29,Trondheim,Nora Lien,Office Suite License,Software,7,1188,8316,Partner,Public Sector
ORD-10329,2026-07-29,Stavanger,Oda Strand,Laptop Air 13,Hardware,10,12490,124900,Web,Public Sector
ORD-10330,2026-07-29,Stavanger,Oda Strand,USB-C Hub,Accessories,2,449,898,Web,Consumer
ORD-10331,2026-07-29,Stavanger,Lars Eide,Office Suite License,Software,3,1188,3564,Web,SMB
ORD-10332,2026-07-29,Tromsø,Mia Foss,Mechanical Keyboard,Accessories,4,990,3960,Phone,SMB
ORD-10333,2026-07-29,Tromsø,Mia Foss,Wireless Headset,Accessories,1,1290,1290,Partner,SMB
ORD-10334,2026-07-30,Oslo,Ingrid Bakke,Onboarding Package,Services,2,7500,15000,Web,SMB
ORD-10335,2026-07-30,Oslo,Emma Solheim,Mechanical Keyboard,Accessories,2,990,1980,Phone,Consumer
ORD-10336,2026-07-30,Oslo,Emma Solheim,Managed Support (month),Services,4,2490,9960,Partner,Consumer
ORD-10337,2026-07-30,Oslo,Ingrid Bakke,USB-C Hub,Accessories,2,449,898,Direct,SMB
ORD-10338,2026-07-30,Oslo,Jonas Berg,Docking Station,Hardware,4,1890,7560,Phone,SMB
ORD-10339,2026-07-30,Oslo,Jonas Berg,Wireless Headset,Accessories,3,1290,3870,Web,Consumer
ORD-10340,2026-07-30,Bergen,Markus Vik,Laptop Pro 14,Hardware,6,18990,113940,Phone,Public Sector
ORD-10341,2026-07-30,Bergen,Sofie Dahl,Managed Support (month),Services,12,2490,29880,Partner,Enterprise
ORD-10342,2026-07-30,Bergen,Sofie Dahl,Cloud Backup 1TB,Services,4,990,3960,Phone,Consumer
ORD-10343,2026-07-30,Trondheim,Nora Lien,Onboarding Package,Services,3,7500,22500,Direct,Consumer
ORD-10344,2026-07-30,Trondheim,Nora Lien,Security Suite License,Software,2,1548,3096,Phone,Consumer
ORD-10345,2026-07-30,Trondheim,Henrik Moen,Security Suite License,Software,3,1548,4644,Web,SMB
ORD-10346,2026-07-30,Trondheim,Henrik Moen,Laptop Pro 14,Hardware,2,18990,37980,Phone,Consumer
ORD-10347,2026-07-30,Stavanger,Lars Eide,Laptop Air 13,Hardware,3,12490,37470,Direct,Public Sector
ORD-10348,2026-07-30,Stavanger,Oda Strand,Office Suite License,Software,4,1188,4752,Direct,SMB
ORD-10349,2026-07-30,Stavanger,Oda Strand,Security Suite License,Software,6,1548,9288,Direct,Enterprise
ORD-10350,2026-07-30,Tromsø,Mia Foss,Laptop Pro 14,Hardware,2,18990,37980,Direct,Public Sector
ORD-10351,2026-07-30,Tromsø,Mia Foss,Onboarding Package,Services,1,7500,7500,Web,SMB
ORD-10352,2026-07-31,Oslo,Jonas Berg,USB-C Hub,Accessories,2,449,898,Direct,SMB
ORD-10353,2026-07-31,Oslo,Jonas Berg,USB-C Hub,Accessories,4,449,1796,Direct,SMB
ORD-10354,2026-07-31,Oslo,Ingrid Bakke,Managed Support (month),Services,2,2490,4980,Partner,Consumer
ORD-10355,2026-07-31,Oslo,Ingrid Bakke,"Monitor 27"" 4K",Hardware,2,4990,9980,Phone,SMB
ORD-10356,2026-07-31,Oslo,Ingrid Bakke,Laptop Pro 14,Hardware,39,18990,740610,Direct,Enterprise
ORD-10357,2026-07-31,Oslo,Ingrid Bakke,Docking Station,Hardware,2,1890,3780,Web,SMB
ORD-10358,2026-07-31,Oslo,Ingrid Bakke,Managed Support (month),Services,1,2490,2490,Phone,Consumer
ORD-10359,2026-07-31,Bergen,Markus Vik,Laptop Air 13,Hardware,1,12490,12490,Direct,SMB
ORD-10360,2026-07-31,Bergen,Markus Vik,Docking Station,Hardware,9,1890,17010,Phone,Public Sector
ORD-10361,2026-07-31,Bergen,Markus Vik,Laptop Pro 14,Hardware,3,18990,56970,Phone,SMB
ORD-10362,2026-07-31,Trondheim,Nora Lien,USB-C Hub,Accessories,5,449,2245,Partner,Public Sector
ORD-10363,2026-07-31,Trondheim,Henrik Moen,Managed Support (month),Services,24,2490,59760,Partner,Enterprise
ORD-10364,2026-07-31,Trondheim,Henrik Moen,Security Suite License,Software,2,1548,3096,Direct,Consumer
ORD-10365,2026-07-31,Stavanger,Lars Eide,Laptop Pro 14,Hardware,4,18990,75960,Partner,Consumer
ORD-10366,2026-07-31,Tromsø,Mia Foss,USB-C Hub,Accessories,4,449,1796,Phone,SMB
ORD-10367,2026-08-01,Oslo,Ingrid Bakke,Wireless Headset,Accessories,4,1290,5160,Web,SMB
ORD-10368,2026-08-01,Trondheim,Henrik Moen,USB-C Hub,Accessories,2,449,898,Partner,SMB
ORD-10369,2026-08-02,Oslo,Emma Solheim,Docking Station,Hardware,4,1890,7560,Web,SMB
ORD-10370,2026-08-02,Trondheim,Henrik Moen,Office Suite License,Software,3,1188,3564,Partner,SMB
ORD-10371,2026-08-03,Oslo,Ingrid Bakke,Onboarding Package,Services,2,7500,15000,Direct,Consumer
ORD-10372,2026-08-03,Oslo,Ingrid Bakke,Onboarding Package,Services,3,7500,22500,Partner,SMB
ORD-10373,2026-08-03,Oslo,Jonas Berg,Mechanical Keyboard,Accessories,34,990,33660,Web,Enterprise
ORD-10374,2026-08-03,Oslo,Emma Solheim,Office Suite License,Software,3,1188,3564,Phone,Consumer
ORD-10375,2026-08-03,Oslo,Jonas Berg,Mechanical Keyboard,Accessories,2,990,1980,Phone,SMB
ORD-10376,2026-08-03,Oslo,Ingrid Bakke,Wireless Headset,Accessories,23,1290,29670,Phone,Enterprise
ORD-10377,2026-08-03,Oslo,Ingrid Bakke,Managed Support (month),Services,4,2490,9960,Partner,Consumer
ORD-10378,2026-08-03,Oslo,Jonas Berg,Office Suite License,Software,4,1188,4752,Direct,Consumer
ORD-10379,2026-08-03,Oslo,Ingrid Bakke,Onboarding Package,Services,4,7500,30000,Phone,SMB
ORD-10380,2026-08-03,Bergen,Markus Vik,Security Suite License,Software,1,1548,1548,Web,SMB
ORD-10381,2026-08-03,Bergen,Markus Vik,USB-C Hub,Accessories,2,449,898,Web,SMB
ORD-10382,2026-08-03,Bergen,Markus Vik,Laptop Pro 14,Hardware,4,18990,75960,Partner,SMB
ORD-10383,2026-08-03,Bergen,Markus Vik,Cloud Backup 1TB,Services,4,990,3960,Direct,Consumer
ORD-10384,2026-08-03,Bergen,Markus Vik,Laptop Pro 14,Hardware,5,18990,94950,Web,Enterprise
ORD-10385,2026-08-03,Bergen,Sofie Dahl,Security Suite License,Software,1,1548,1548,Direct,Consumer
ORD-10386,2026-08-03,Bergen,Markus Vik,Laptop Air 13,Hardware,2,12490,24980,Phone,Consumer
ORD-10387,2026-08-03,Bergen,Markus Vik,Cloud Backup 1TB,Services,3,990,2970,Direct,Consumer
ORD-10388,2026-08-03,Trondheim,Henrik Moen,Mechanical Keyboard,Accessories,4,990,3960,Phone,Consumer
ORD-10389,2026-08-03,Trondheim,Henrik Moen,Wireless Headset,Accessories,12,1290,15480,Web,Public Sector
ORD-10390,2026-08-03,Trondheim,Henrik Moen,USB-C Hub,Accessories,4,449,1796,Web,SMB
ORD-10391,2026-08-03,Trondheim,Henrik Moen,Onboarding Package,Services,4,7500,30000,Direct,SMB
ORD-10392,2026-08-03,Stavanger,Oda Strand,Security Suite License,Software,2,1548,3096,Phone,Consumer
ORD-10393,2026-08-03,Stavanger,Lars Eide,Wireless Headset,Accessories,1,1290,1290,Partner,SMB
ORD-10394,2026-08-03,Stavanger,Oda Strand,"Monitor 27"" 4K",Hardware,3,4990,14970,Web,Consumer
ORD-10395,2026-08-03,Tromsø,Mia Foss,Cloud Backup 1TB,Services,4,990,3960,Web,Consumer
ORD-10396,2026-08-04,Oslo,Emma Solheim,USB-C Hub,Accessories,8,449,3592,Phone,Public Sector
ORD-10397,2026-08-04,Oslo,Emma Solheim,Onboarding Package,Services,3,7500,22500,Web,SMB
ORD-10398,2026-08-04,Oslo,Ingrid Bakke,Laptop Pro 14,Hardware,4,18990,75960,Partner,SMB
ORD-10399,2026-08-04,Oslo,Ingrid Bakke,Onboarding Package,Services,40,7500,300000,Direct,Enterprise
ORD-10400,2026-08-04,Oslo,Jonas Berg,"Monitor 27"" 4K",Hardware,3,4990,14970,Partner,Public Sector
ORD-10401,2026-08-04,Oslo,Ingrid Bakke,Onboarding Package,Services,2,7500,15000,Direct,SMB
ORD-10402,2026-08-04,Oslo,Jonas Berg,Mechanical Keyboard,Accessories,1,990,990,Partner,SMB
ORD-10403,2026-08-04,Oslo,Jonas Berg,Mechanical Keyboard,Accessories,1,990,990,Phone,Consumer
ORD-10404,2026-08-04,Bergen,Markus Vik,"Monitor 27"" 4K",Hardware,4,4990,19960,Web,SMB
ORD-10405,2026-08-04,Bergen,Markus Vik,Laptop Air 13,Hardware,1,12490,12490,Partner,SMB
ORD-10406,2026-08-04,Bergen,Sofie Dahl,Laptop Pro 14,Hardware,4,18990,75960,Web,SMB
ORD-10407,2026-08-04,Bergen,Markus Vik,Cloud Backup 1TB,Services,4,990,3960,Partner,Public Sector
ORD-10408,2026-08-04,Bergen,Sofie Dahl,Wireless Headset,Accessories,15,1290,19350,Direct,Enterprise
ORD-10409,2026-08-04,Bergen,Sofie Dahl,USB-C Hub,Accessories,1,449,449,Partner,SMB
ORD-10410,2026-08-04,Bergen,Sofie Dahl,Docking Station,Hardware,11,1890,20790,Phone,Public Sector
ORD-10411,2026-08-04,Bergen,Sofie Dahl,Laptop Air 13,Hardware,1,12490,12490,Direct,SMB
ORD-10412,2026-08-04,Bergen,Sofie Dahl,Cloud Backup 1TB,Services,4,990,3960,Partner,Consumer
ORD-10413,2026-08-04,Trondheim,Henrik Moen,Wireless Headset,Accessories,2,1290,2580,Direct,SMB
ORD-10414,2026-08-04,Trondheim,Nora Lien,"Monitor 27"" 4K",Hardware,3,4990,14970,Partner,Consumer
ORD-10415,2026-08-04,Stavanger,Lars Eide,USB-C Hub,Accessories,3,449,1347,Direct,SMB
ORD-10416,2026-08-04,Stavanger,Lars Eide,Laptop Air 13,Hardware,2,12490,24980,Phone,Consumer
ORD-10417,2026-08-04,Stavanger,Oda Strand,Onboarding Package,Services,33,7500,247500,Partner,Enterprise
ORD-10418,2026-08-04,Stavanger,Oda Strand,USB-C Hub,Accessories,12,449,5388,Partner,Public Sector
ORD-10419,2026-08-04,Stavanger,Oda Strand,Wireless Headset,Accessories,14,1290,18060,Direct,Public Sector
ORD-10420,2026-08-04,Tromsø,Mia Foss,Cloud Backup 1TB,Services,39,990,38610,Web,Enterprise
ORD-10421,2026-08-04,Tromsø,Mia Foss,Onboarding Package,Services,1,7500,7500,Web,Consumer
ORD-10422,2026-08-04,Tromsø,Mia Foss,Managed Support (month),Services,12,2490,29880,Web,Public Sector
ORD-10423,2026-08-04,Tromsø,Mia Foss,Mechanical Keyboard,Accessories,4,990,3960,Web,Consumer
ORD-10424,2026-08-05,Oslo,Ingrid Bakke,Managed Support (month),Services,9,2490,22410,Partner,Public Sector
ORD-10425,2026-08-05,Oslo,Jonas Berg,Office Suite License,Software,2,1188,2376,Partner,Consumer
ORD-10426,2026-08-05,Oslo,Ingrid Bakke,Onboarding Package,Services,1,7500,7500,Web,Consumer
ORD-10427,2026-08-05,Oslo,Emma Solheim,"Monitor 27"" 4K",Hardware,3,4990,14970,Direct,SMB
ORD-10428,2026-08-05,Oslo,Ingrid Bakke,Security Suite License,Software,33,1548,51084,Partner,Enterprise
ORD-10429,2026-08-05,Oslo,Ingrid Bakke,Managed Support (month),Services,3,2490,7470,Web,SMB
ORD-10430,2026-08-05,Oslo,Emma Solheim,"Monitor 27"" 4K",Hardware,2,4990,9980,Phone,Consumer
ORD-10431,2026-08-05,Oslo,Emma Solheim,"Monitor 27"" 4K",Hardware,4,4990,19960,Direct,SMB
ORD-10432,2026-08-05,Oslo,Ingrid Bakke,USB-C Hub,Accessories,4,449,1796,Direct,SMB
ORD-10433,2026-08-05,Oslo,Ingrid Bakke,Onboarding Package,Services,4,7500,30000,Direct,SMB
ORD-10434,2026-08-05,Oslo,Ingrid Bakke,Onboarding Package,Services,1,7500,7500,Web,Consumer
ORD-10435,2026-08-05,Oslo,Emma Solheim,"Monitor 27"" 4K",Hardware,2,4990,9980,Direct,SMB
ORD-10436,2026-08-05,Oslo,Ingrid Bakke,Wireless Headset,Accessories,29,1290,37410,Direct,Enterprise
ORD-10437,2026-08-05,Bergen,Sofie Dahl,Cloud Backup 1TB,Services,11,990,10890,Web,Public Sector
ORD-10438,2026-08-05,Bergen,Markus Vik,Mechanical Keyboard,Accessories,3,990,2970,Web,SMB
ORD-10439,2026-08-05,Bergen,Markus Vik,Mechanical Keyboard,Accessories,8,990,7920,Phone,Public Sector
ORD-10440,2026-08-05,Bergen,Sofie Dahl,USB-C Hub,Accessories,2,449,898,Phone,SMB
ORD-10441,2026-08-05,Trondheim,Nora Lien,Wireless Headset,Accessories,3,1290,3870,Direct,SMB
ORD-10442,2026-08-05,Trondheim,Henrik Moen,Mechanical Keyboard,Accessories,4,990,3960,Phone,Consumer
ORD-10443,2026-08-05,Trondheim,Henrik Moen,USB-C Hub,Accessories,4,449,1796,Direct,Consumer
ORD-10444,2026-08-05,Trondheim,Nora Lien,USB-C Hub,Accessories,9,449,4041,Phone,Public Sector
ORD-10445,2026-08-05,Stavanger,Oda Strand,Wireless Headset,Accessories,2,1290,2580,Partner,SMB
ORD-10446,2026-08-05,Stavanger,Oda Strand,Office Suite License,Software,40,1188,47520,Web,Enterprise
ORD-10447,2026-08-05,Stavanger,Oda Strand,Wireless Headset,Accessories,3,1290,3870,Web,Consumer
ORD-10448,2026-08-05,Stavanger,Lars Eide,Security Suite License,Software,4,1548,6192,Web,SMB
ORD-10449,2026-08-05,Tromsø,Mia Foss,Wireless Headset,Accessories,1,1290,1290,Direct,Consumer
ORD-10450,2026-08-05,Tromsø,Mia Foss,Mechanical Keyboard,Accessories,1,990,990,Direct,Consumer
ORD-10451,2026-08-06,Oslo,Ingrid Bakke,Docking Station,Hardware,32,1890,60480,Phone,Enterprise
ORD-10452,2026-08-06,Oslo,Emma Solheim,"Monitor 27"" 4K",Hardware,2,4990,9980,Web,Consumer
ORD-10453,2026-08-06,Oslo,Emma Solheim,Mechanical Keyboard,Accessories,25,990,24750,Partner,Enterprise
ORD-10454,2026-08-06,Oslo,Jonas Berg,Cloud Backup 1TB,Services,1,990,990,Phone,Consumer
ORD-10455,2026-08-06,Oslo,Jonas Berg,Laptop Pro 14,Hardware,2,18990,37980,Phone,Consumer
ORD-10456,2026-08-06,Oslo,Ingrid Bakke,"Monitor 27"" 4K",Hardware,4,4990,19960,Direct,Consumer
ORD-10457,2026-08-06,Oslo,Ingrid Bakke,Cloud Backup 1TB,Services,1,990,990,Web,SMB
ORD-10458,2026-08-06,Oslo,Jonas Berg,Security Suite License,Software,9,1548,13932,Direct,Public Sector
ORD-10459,2026-08-06,Oslo,Jonas Berg,Cloud Backup 1TB,Services,1,990,990,Direct,Consumer
ORD-10460,2026-08-06,Oslo,Emma Solheim,Managed Support (month),Services,14,2490,34860,Direct,Public Sector
ORD-10461,2026-08-06,Bergen,Markus Vik,USB-C Hub,Accessories,4,449,1796,Partner,Consumer
ORD-10462,2026-08-06,Bergen,Sofie Dahl,Wireless Headset,Accessories,2,1290,2580,Direct,SMB
ORD-10463,2026-08-06,Bergen,Sofie Dahl,Managed Support (month),Services,1,2490,2490,Web,Consumer
ORD-10464,2026-08-06,Bergen,Sofie Dahl,Laptop Pro 14,Hardware,2,18990,37980,Direct,SMB
ORD-10465,2026-08-06,Bergen,Sofie Dahl,Laptop Pro 14,Hardware,4,18990,75960,Phone,Consumer
ORD-10466,2026-08-06,Trondheim,Nora Lien,"Monitor 27"" 4K",Hardware,3,4990,14970,Web,Consumer
ORD-10467,2026-08-06,Trondheim,Nora Lien,Wireless Headset,Accessories,2,1290,2580,Web,SMB
ORD-10468,2026-08-06,Trondheim,Nora Lien,Managed Support (month),Services,2,2490,4980,Direct,SMB
ORD-10469,2026-08-06,Trondheim,Henrik Moen,Onboarding Package,Services,2,7500,15000,Direct,SMB
ORD-10470,2026-08-06,Trondheim,Henrik Moen,"Monitor 27"" 4K",Hardware,5,4990,24950,Web,Enterprise
ORD-10471,2026-08-06,Trondheim,Nora Lien,Laptop Air 13,Hardware,4,12490,49960,Phone,Consumer
ORD-10472,2026-08-06,Trondheim,Nora Lien,Laptop Air 13,Hardware,1,12490,12490,Web,SMB
ORD-10473,2026-08-06,Trondheim,Henrik Moen,Mechanical Keyboard,Accessories,3,990,2970,Phone,SMB
ORD-10474,2026-08-06,Stavanger,Lars Eide,"Monitor 27"" 4K",Hardware,3,4990,14970,Web,Public Sector
ORD-10475,2026-08-06,Stavanger,Oda Strand,Office Suite License,Software,2,1188,2376,Phone,SMB
ORD-10476,2026-08-06,Stavanger,Lars Eide,Cloud Backup 1TB,Services,1,990,990,Web,Consumer
ORD-10477,2026-08-06,Tromsø,Mia Foss,Mechanical Keyboard,Accessories,3,990,2970,Phone,Consumer
ORD-10478,2026-08-06,Tromsø,Mia Foss,Wireless Headset,Accessories,10,1290,12900,Partner,Public Sector
ORD-10479,2026-08-07,Oslo,Emma Solheim,Laptop Pro 14,Hardware,3,18990,56970,Phone,Consumer
ORD-10480,2026-08-07,Oslo,Emma Solheim,Cloud Backup 1TB,Services,12,990,11880,Web,Public Sector
ORD-10481,2026-08-07,Oslo,Ingrid Bakke,Laptop Pro 14,Hardware,38,18990,721620,Web,Enterprise
ORD-10482,2026-08-07,Oslo,Jonas Berg,Mechanical Keyboard,Accessories,4,990,3960,Partner,SMB
ORD-10483,2026-08-07,Oslo,Emma Solheim,Managed Support (month),Services,4,2490,9960,Web,SMB
ORD-10484,2026-08-07,Oslo,Ingrid Bakke,Onboarding Package,Services,1,7500,7500,Direct,SMB
ORD-10485,2026-08-07,Oslo,Emma Solheim,Wireless Headset,Accessories,8,1290,10320,Direct,Public Sector
ORD-10486,2026-08-07,Oslo,Ingrid Bakke,Managed Support (month),Services,3,2490,7470,Partner,Public Sector
ORD-10487,2026-08-07,Oslo,Ingrid Bakke,Security Suite License,Software,2,1548,3096,Partner,Consumer
ORD-10488,2026-08-07,Bergen,Markus Vik,Wireless Headset,Accessories,2,1290,2580,Phone,Public Sector
ORD-10489,2026-08-07,Bergen,Markus Vik,USB-C Hub,Accessories,1,449,449,Partner,SMB
ORD-10490,2026-08-07,Bergen,Markus Vik,Laptop Air 13,Hardware,2,12490,24980,Web,SMB
ORD-10491,2026-08-07,Trondheim,Henrik Moen,Office Suite License,Software,3,1188,3564,Phone,Consumer
